X,Y,OBJECTID,ADDRESS_BLOCK,PRE_DIR,STREET_NAME,SUFFIX,SUF_DIR,FULL_ADDRESS,METER_NUMBER,SPACE_NUMBER,SPACE_TYPE,INSTALL_DATE,HOURLY_RATE,DAILY_RATE,RATE_INCREASE_DATE,ZONE_NAME,OP_HOURS,OP_DAYS,PAY_TYPE
-86.1595272890803,39.7714065911625,101840,0000,W,NEW YORK,ST,N,0000 W NEW YORK ST,,730,LOADING ZONE,2019/08/29 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.165224016385,39.7701574610388,101841,400,W,OHIO,ST,N,400 W OHIO ST,WO  000408,3072,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1632020754698,39.77148713666,101842,200,W,NEW YORK,ST,N,200 W NEW YORK ST,,3850,MULTI SPACE,2012/08/29 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1493107579613,39.774929804347,101843,500,,MASSACHUSETTS,AVE,,500 MASSACHUSETTS AV,,2940,MULTI SPACE,2019/03/13 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1637934641496,39.7733501190834,101844,400,,INDIANA,AVE,,400 INDIANA AV,IND 000428,8829,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1577825681919,39.7648766228754,101845,0000,E,CHESAPEAKE,ST,S,0000 E CHESAPEAKE ST,ECH 000007,5173,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1518164726372,39.7712257919789,101846,300,E,NEW YORK,ST,N,300 E NEW YORK ST,,1976,MULTI SPACE,2012/10/25 00:00:00+00,1.00,19.00,2012/01/02 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1625164732642,39.7727759704408,101847,200,W,VERMONT,ST,S,200 W VERMONT ST,WV  000209,3634,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,SINGLE
-86.1586038075241,39.7615325053031,101848,0000,W,SOUTH,ST,N,0000 W SOUTH ST,WS  000002,7500,ADA,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,SINGLE
-86.151490444488,39.7740278499355,101849,300,E,MICHIGAN,ST,N,300 E MICHIGAN ST,EM  000310,1444,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1462105698654,39.7681551047864,101850,600,E,MARKET,ST,S,600 E MARKET ST,,5703,SINGLE SPACE,2012/08/02 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1421939446415,39.8698059038117,101851,900,,BROAD RIPPLE,AVE,N,900 BROAD RIPPLE AV,BR  000916,366,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,04,0700-2300,MON-SAT,MULTI
-86.1514895072137,39.7731735233818,101852,400,,MASSACHUSETTS,AVE,,400 MASSACHUSETTS AV,MAS 000441,1770,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1524317186786,39.7751348722261,101853,500,N,ALABAMA,ST,W,500 N ALABAMA ST,NA  000532,8741,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2012/01/02 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1612746788306,39.781811269441,101854,1000,N,CAPITOL,AVE,W,1000 N CAPITOL AV,,9723,MULTI SPACE,2016/02/06 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1559851987014,39.7720684143875,101855,300,N,PENNSYLVANIA,ST,E,300 N PENNSYLVANIA ST,NP  000317,5597,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1521293477314,39.7729203518142,101856,400,,MASSACHUSETTS,AVE,,400 MASSACHUSETTS AV,MAS 000406,1702,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1499831260406,39.7690019369784,101857,400,E,WABASH,ST,S,400 E WABASH ST,EWB 000319,2839,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1518828841989,39.7712278975524,101858,300,E,NEW YORK,ST,N,300 E NEW YORK ST,,1975,MULTI SPACE,2012/10/25 00:00:00+00,1.00,19.00,2012/01/02 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1538405861172,39.7714656046342,101859,300,,MASSACHUSETTS,AVE,,300 MASSACHUSETTS AV,MAS 000305,1302,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1643720807409,39.7794126212435,101860,300,W,009TH,ST,N,300 W 009TH ST,,8563,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-1800,MON-FRI,MULTI
-86.1577642922565,39.778220283723,101861,800,N,MERIDIAN,ST,W,800 N MERIDIAN ST,NM  000804,2331,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,SINGLE
-86.1514805103482,39.7739125828571,101862,300,E,MICHIGAN,ST,S,300 E MICHIGAN ST,,1585,MULTI SPACE,2012/08/17 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1541976784992,39.7770251052254,101863,700,N,DELAWARE,ST,W,700 N DELAWARE ST,ND  000708,8703,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1608058521609,39.7755298132782,101864,100,W,NORTH,ST,S,100 W NORTH ST,WN  000107,6091,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1602649632807,39.769905046829,101865,100,W,OHIO,ST,S,100 W OHIO ST,,652,LOADING ZONE,2019/06/13 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1559751179448,39.7768311845033,101866,700,N,PENNSYLVANIA,ST,W,700 N PENNSYLVANIA ST,NP  000702,2399,SINGLE SPACE,2015/11/19 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,SINGLE
-86.1451469664769,39.870406170234,101867,700,E,WESTFIELD,BLVD,N,700 WESTFIELD BLVD,<Null>,228,MULTI SPACE,2012/03/30 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,04,0700-2300,MON-SAT,MULTI
-86.1538834137592,39.7766507445872,101868,200,E,WALNUT,ST,S,200 E WALNUT ST,EWA 000201,8985,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1475207624818,39.7697418606704,101869,500,E,OHIO,ST,N,500 E OHIO ST,,1955,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1520269475992,39.7754385859258,101870,300,E,NORTH,ST,N,300 E NORTH ST,EN  000304,8991,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1484362165694,39.7753939858476,101871,600,,MASSACHUSETTS,AVE,,600 MASSACHUSETTS AV,MAS 000605,1892,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1554476555875,39.7684073703865,101872,100,E,MARKET,ST,S,100 E MARKET ST,EMA 000115,5307,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1615718980135,39.789829823935,101873,1700,N,CAPITOL,AVE,W,1700 N CAPITOL AV,NC  001710,3758,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1484579292716,39.77537999283,101874,600,,MASSACHUSETTS,AVE,,600 MASSACHUSETTS AV,MAS 000603,1891,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1528728767608,39.7740514883845,101875,200,E,MICHIGAN,ST,N,200 E MICHIGAN ST,,1965,SINGLE SPACE,2012/10/25 00:00:00+00,1.00,20.00,2012/01/02 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1540266241728,39.7725821769907,101876,200,E,VERMONT,ST,N,200 E VERMONT ST,EV  000202,1547,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1594383423605,39.7775250946497,101877,700,N,ILLINOIS,ST,E,700 N ILLINOIS ST,NILL000703,8316,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1505312218687,39.7733935919034,101878,400,N,NEW JERSEY,ST,E,400 N NEW JERSEY ST,NNJ 000419,1484,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.156986240029,39.761369076911,101879,0000,E,SOUTH,ST,S,0000 E SOUTH ST,ES  000015,5527,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,SINGLE
-86.1586552442623,39.7580634588277,101880,600,S,MERIDIAN,ST,E,600 S MERIDIAN ST,SM  000629,5753,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,SINGLE
-86.159694142327,39.7702273530662,101881,200,N,ILLINOIS,ST,E,200 N ILLINOIS ST,,716,LOADING ZONE,2019/07/12 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1631082199953,39.787322219234,101882,1500,N,SENATE,ST,W,1500 N SENATE AVE,,9111,MULTI SPACE,2019/07/26 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1633530236149,39.7741499893907,101883,400,N,SENATE,AVE,W,400 N SENATE AV,NS  000434,8161,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1501861249627,39.7682681133898,101884,400,E,MARKET,ST,S,400 E MARKET ST,,5493,MULTI SPACE,2014/09/05 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1494677530329,39.7697967029999,101885,400,E,OHIO,ST,N,400 E OHIO ST,EO  000424,2811,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1545020472432,39.7689590181305,101886,100,N,DELAWARE,ST,W,100 N DELAWARE ST,ND  000116,1129,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1450889547443,39.8696475626102,101887,700,,BROAD RIPPLE,AVE,S,700 BROAD RIPPLE AV,BR  000715,283,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,04,0700-2300,MON-SAT,MULTI
-86.1633640448997,39.7739650517254,101888,400,N,SENATE,AVE,W,400 N SENATE AV,NS  000428,8158,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1494403822944,39.7684006851188,101889,400,E,MARKET,ST,N,400 E MARKET ST,,5913,MULTI SPACE,2016/10/19 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.154749320394,39.768403400969,101890,100,E,MARKET,ST,S,100 E MARKET ST,EMA 000125,5310,SINGLE SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1594020297535,39.7790455212012,101891,800,N,ILLINOIS,ST,E,800 N ILLINOIS ST,NILL000821,8346,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1508230418751,39.7694324948025,101892,100,N,NEW JERSEY,ST,W,100 N NEW JERSEY ST,NNJ 000108,2723,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,SINGLE
-86.1525213872662,39.7728174082891,101893,400,N,ALABAMA,ST,W,400 N ALABAMA ST,NA  000402,1670,SINGLE SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2100,MON-SAT,SINGLE
-86.1583500791911,39.7632885384056,101894,200,S,MERIDIAN,ST,W,200 S MERIDIAN ST,SM  000218,5471,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,SINGLE
-86.1493757402996,39.7747000743339,101895,500,,MASSACHUSETTS,AVE,,500 MASSACHUSETTS AV,MAS 000561,1830,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1422857185985,39.8698009638605,101896,900,,BROAD RIPPLE,AVE,N,900 BROAD RIPPLE AV,BR  000914,365,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,04,0700-2300,MON-SAT,MULTI
-86.1578266348982,39.775552303959,101897,0000,W,NORTH,ST,N,0000 W NORTH ST,WN  000002,6035,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1613718095023,39.78221031149,101898,200,W,11TH,ST,S,200 W 11TH ST,,7719,ADA,2016/02/06 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-1800,MON-FRI,SINGLE
-86.1528270982233,39.7723943822147,101899,300,,MASSACHUSETTS,AVE,,300 MASSACHUSETTS AV,MAS 000358,1375,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1606321909284,39.782165108126,101900,100,W,11th ,ST,S,100 W 11th St,,9050,MULTI SPACE,2019/10/11 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1583616631714,39.7625934428814,101901,300,S,MERIDIAN,ST,W,300 S MERIDIAN ST,SM  000308,5481,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1442299266673,39.7784366576449,101902,800,,MASSACHUSETTS,AVE,,800 MASSACHUSETTS AV,MAS 000806,2480,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,
-86.1612800955915,39.7826397528969,101903,1100,N,CAPITOL,AVE,W,1100 N CAPITOL AV,,9805,MULTI SPACE,2019/05/22 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1645513472302,39.7739720659225,101904,400,,INDIANA,AVE,,400 INDIANA AV,IND 000402,8816,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.149945422448,39.7752751155033,101905,400,E,NORTH,ST,S,400 E NORTH ST,,4002,MULTI SPACE,2019/06/05 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1568290184244,39.7727827817632,101906,0000,E,VERMONT,ST,N,0000 E VERMONT ST,EV  000036,2586,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1521780598109,39.7774501886963,101907,700,N,ALABAMA,ST,E,700 N ALABAMA ST,NA  000719,8799,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-1800,MON-FRI,MULTI
-86.1550639992626,39.7661217636043,101908,0000,,VIRGINIA,AVE,N,0000 VIRGINIA AV,VA  000042,5135,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1593666127676,39.7797152943904,101909,900,N,ILLINOIS,ST,E,900 N ILLINOIS ST,NILL000911,8370,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1539718015,39.7711687193412,101910,200,E,NEW YORK,ST,S,200 E NEW YORK ST,ENY 000205,1252,SINGLE SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.157956728339,39.7729760865104,101911,400,N,MERIDIAN,ST,W,400 N MERIDIAN ST,NM  000404,8406,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1495858467499,39.7745469800702,101912,500,,MASSACHUSETTS,AVE,,500 MASSACHUSETTS AV,MAS 000543,1821,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1550957378017,39.7713262370119,101913,100,E,NEW YORK,ST,N,100 E NEW YORK ST,ENY 000102,1287,MULTI SPACE,2019/07/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1613163864606,39.7699265911599,101914,100,W,OHIO,ST,S,100 W OHIO ST,WO  000129,3479,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1617187688551,39.7704095808346,101915,200,N,CAPITOL,AVE,W,200 N CAPITOL AV,NC  000202,3389,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.157494758404,39.7655440926758,101916,0000,E,MARYLAND,ST,S,0000 E MARYLAND ST,EMD 000013,5085,SINGLE SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1483982298171,39.7755884605646,101917,600,,MASSACHUSETTS,AVE,,600 MASSACHUSETTS AV,MAS 000606,1852,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1504522936286,39.7725023535503,101918,400,E,VERMONT,ST,S,400 E VERMONT ST,EV  000401,1499,ADA,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1596936210193,39.7701542750258,101919,200,N,ILLINOIS,ST,E,200 N ILLINOIS ST,,715,LOADING ZONE,2019/07/12 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1491161027602,39.7683960764203,101920,400,E,MARKET,ST,N,400 E MARKET ST,,5917,MULTI SPACE,2016/10/19 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1565434792868,39.7637615853369,101921,200,S,PENNSYLVANIA,ST,W,200 S PENNSYLVANIA ST,SP  000210,7232,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1488048730407,39.7743431113159,101922,500,N,EAST,ST,W,500 N EAST ST,,2883,MULTI SPACE,2012/08/08 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1566064151116,39.7727417878418,101923,0000,E,VERMONT,ST,N,0000 E VERMONT ST,EV  000044,2590,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1576954142355,39.774888937173,101924,500,N,MERIDIAN,ST,E,500 N MERIDIAN ST,NM  000517,8453,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1539964199199,39.7771319351697,101925,700,N,DELAWARE,ST,E,700 N DELAWARE ST,ND  000705,8717,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1629603538879,39.7882197458005,101926,1500,N,SENATE,AVE,E,1500 N SENATE AV,NS  001519,8949,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1620273554361,39.7716640177564,101927,300,,INDIANA,AVE,,300 INDIANA AV,IND 000306,3652,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1557304440709,39.7767028071729,101928,100,E,WALNUT,ST,S,100 E WALNUT ST,EWA 000101,8960,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1538007756908,39.7714946160006,101929,300,,MASSACHUSETTS,AVE,,300 MASSACHUSETTS AV,MAS 000309,1304,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1430354385534,39.8699566906187,101930,6300,,GUILFORD,AVE,W,6300 GUILFORD AV,GF  006304,171,SINGLE SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,04,0700-2300,MON-SAT,SINGLE
-86.1517224626292,39.7631870826056,101931,200,,VIRGINIA,AVE,,200 VIRGINIA AV,VA  000217,6188,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1523725914957,39.7732931917565,101932,400,N,ALABAMA,ST,E,400 N ALABAMA ST,NA  000411,1665,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2100,MON-SAT,MULTI
-86.1542911585818,39.7694127059212,101933,100,N,DELAWARE,ST,E,100 N DELAWARE ST,ND  000125,1151,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1525076740525,39.7731795730797,101934,400,N,ALABAMA,ST,W,400 N ALABAMA ST,NA  000410,1674,SINGLE SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2100,MON-SAT,SINGLE
-86.1560003454908,39.7758489868752,101935,600,N,PENNSYLVANIA,ST,W,600 N PENNSYLVANIA ST,NP  000606,2383,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1559254365664,39.7783965303564,101936,800,N,PENNSYLVANIA,ST,W,800 N PENNSYLVANIA ST,NP  000812,2425,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.161602508273,39.7716923471662,101937,300,N,CAPITOL,AVE,W,300 N CAPITOL AV,,3926,SINGLE SPACE,2021/04/25 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-FRI,SINGLE
-86.1541954190479,39.7771785255398,101938,700,N,DELAWARE,ST,W,700 N DELAWARE ST,ND  000714,8706,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1512610644352,39.7754239636935,101939,300,E,NORTH,ST,N,300 E NORTH ST,EN  000318,8998,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1509087259517,39.7736015839425,101940,400,,MASSACHUSETTS,AVE,,400 MASSACHUSETTS AV,MAS 000469,1784,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1524100994943,39.7722458984455,101941,300,N,ALABAMA,ST,E,300 N ALABAMA ST,NA  000317,1685,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2100,MON-SAT,MULTI
-86.159197320894,39.7792925833752,101942,0000,W,009TH,ST,N,0000 W 009TH ST,W09TH000012,8920,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-1800,MON-FRI,SINGLE
-86.1558303783854,39.7829739760721,101943,1100,N,PENNSYLVANIA,ST,W,1100 N PENNSYLVANIA ST,,9011,MULTI SPACE,2019/06/12 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,MULTI
-86.1643089797443,39.7794105266538,101944,300,W,009TH,ST,N,300 W 009TH ST,,8562,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-1800,MON-FRI,MULTI
-86.1543453123428,39.7729593659968,101945,400,N,DELAWARE,ST,W,400 N DELAWARE ST,ND  000406,1612,SINGLE SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,SINGLE
-86.1612399733661,39.7614693016524,101946,100,W,SOUTH,ST,S,100 W SOUTH ST,WS  000117,7488,MULTI SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
-86.1515909831541,39.773307413268,101947,400,,MASSACHUSETTS,AVE,,400 MASSACHUSETTS AV,MAS 000446,1721,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.1598606027447,39.7660454709805,101948,0000,S,ILLINOIS,ST,E,0000 S ILLINOIS ST,SILL000015,7315,MULTI SPACE,2011/01/01 00:00:00+00,1.50,25.00,2018/01/01 00:00:00+00,01,0700-2300,MON-SAT,MULTI
-86.153458061338,39.7767492173358,101949,200,E,WALNUT,ST,N,200 E WALNUT ST,EWA 000214,8981,SINGLE SPACE,2011/01/01 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,03,0700-2300,MON-SAT,SINGLE
-86.1492794857644,39.7682455518822,101950,400,E,MARKET,ST,S,400 E MARKET ST,,5455,MULTI SPACE,2014/09/05 00:00:00+00,1.00,20.00,2018/01/01 00:00:00+00,02,0700-2300,MON-SAT,MULTI
