zone,area,sub_area,pole,config_id,config_name,date_inventory,lat,lng,sapid
Downtown,Core,1000 FIRST AVE,1-1004,49382,Sunday Mode,1/4/2021,32.715904,-117.163929,SS-000031
Downtown,Core - Columbia,1000 FIRST AVE,1-1004,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.715904,-117.163929,SS-000031
Downtown,Core,1000 FIRST AVE,1-1006,49382,Sunday Mode,1/4/2021,32.716037,-117.16393,SS-000031
Downtown,Core - Columbia,1000 FIRST AVE,1-1006,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.716037,-117.16393,SS-000031
Downtown,Core,1000 FIRST AVE,1-1008,49382,Sunday Mode,1/4/2021,32.716169,-117.163931,SS-000031
Downtown,Core - Columbia,1000 FIRST AVE,1-1008,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.716169,-117.163931,SS-000031
Downtown,Core,1000 FIRST AVE,1-1020,49382,Sunday Mode,1/4/2021,32.71789,-117.161278,SS-000031
Downtown,Core - Columbia,1000 FIRST AVE,1-1020,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.71789,-117.161278,SS-000031
Downtown,Core,1300 FIRST AVE,1-1310,49382,Sunday Mode,1/4/2021,32.719024,-117.163951,SS-000028
Downtown,Core - Columbia,1300 FIRST AVE,1-1310,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.719024,-117.163951,SS-000028
Downtown,Core,1300 FIRST AVE,1-1312,49382,Sunday Mode,1/4/2021,32.719161,-117.163952,SS-000028
Downtown,Core - Columbia,1300 FIRST AVE,1-1312,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.719161,-117.163952,SS-000028
Downtown,Core - Columbia,1300 FIRST AVE,1-1313,49382,Sunday Mode,1/4/2021,32.719306,-117.164399,SS-000028
Downtown,Core - Columbia,1300 FIRST AVE,1-1313,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.719306,-117.164399,SS-000028
Downtown,Core,1300 FIRST AVE,1-1314,49382,Sunday Mode,1/4/2021,32.719453,-117.163953,SS-000028
Downtown,Core - Columbia,1300 FIRST AVE,1-1314,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.719453,-117.163953,SS-000028
Downtown,Core - Columbia,1300 FIRST AVE,1-1315,49382,Sunday Mode,1/4/2021,32.719407,-117.164024,SS-000028
Downtown,Core - Columbia,1300 FIRST AVE,1-1315,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.719407,-117.164024,SS-000028
Downtown,Core - Columbia,1300 FIRST AVE,1-1317,49382,Sunday Mode,1/4/2021,32.719515,-117.164249,SS-000028
Downtown,Core - Columbia,1300 FIRST AVE,1-1317,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.719515,-117.164249,SS-000028
Downtown,Cortez Hill,1400 FIRST AVE,1-1400,49382,Sunday Mode,1/4/2021,32.72008,-117.163956,SS-000027
Downtown,Cortez Hill,1400 FIRST AVE,1-1400,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.72008,-117.163956,SS-000027
Downtown,Cortez Hill,1400 FIRST AVE,1-1402,49382,Sunday Mode,1/4/2021,32.720212,-117.163956,SS-000027
Downtown,Cortez Hill,1400 FIRST AVE,1-1402,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.720212,-117.163956,SS-000027
Downtown,Cortez Hill,1400 FIRST AVE,1-1410,49382,Sunday Mode,1/4/2021,32.720345,-117.163957,SS-000027
Downtown,Cortez Hill,1400 FIRST AVE,1-1410,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.720345,-117.163957,SS-000027
Downtown,Cortez Hill,1400 FIRST AVE,1-1412,49382,Sunday Mode,1/4/2021,32.720496,-117.163957,SS-000027
Downtown,Cortez Hill,1400 FIRST AVE,1-1412,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.720496,-117.163957,SS-000027
Downtown,Cortez Hill,1400 FIRST AVE,1-1420,49382,Sunday Mode,1/4/2021,32.720629,-117.163958,SS-000027
Downtown,Cortez Hill,1400 FIRST AVE,1-1420,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.720629,-117.163958,SS-000027
Downtown,Cortez Hill,1400 FIRST AVE,1-1424,49382,Sunday Mode,1/4/2021,32.720761,-117.163959,SS-000027
Downtown,Cortez Hill,1400 FIRST AVE,1-1424,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.720761,-117.163959,SS-000027
Downtown,Cortez Hill,1500 FIRST AVE,1-1500,49382,Sunday Mode,1/4/2021,32.721055,-117.163959,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1500,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.721055,-117.163959,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1502,49382,Sunday Mode,1/4/2021,32.721131,-117.163959,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1502,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.721131,-117.163959,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1504,49382,Sunday Mode,1/4/2021,32.721227,-117.16396,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1504,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.721227,-117.16396,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1506,49382,Sunday Mode,1/4/2021,32.721303,-117.16396,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1506,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.721303,-117.16396,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1508,49382,Sunday Mode,1/4/2021,32.72138,-117.16396,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1508,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.72138,-117.16396,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1510,49382,Sunday Mode,1/4/2021,32.721456,-117.16396,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1510,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.721456,-117.16396,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1512,49382,Sunday Mode,1/4/2021,32.721532,-117.16396,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1512,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.721532,-117.16396,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1514,49382,Sunday Mode,1/4/2021,32.721609,-117.16396,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1514,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.721609,-117.16396,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1516,49382,Sunday Mode,1/4/2021,32.721704,-117.16396,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1516,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.721704,-117.16396,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1518,49382,Sunday Mode,1/4/2021,32.721781,-117.16396,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1518,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.721781,-117.16396,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1524,49382,Sunday Mode,1/4/2021,32.721857,-117.16396,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1524,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.721857,-117.16396,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1526,49382,Sunday Mode,1/4/2021,32.721968,-117.16396,SS-000038
Downtown,Cortez Hill,1500 FIRST AVE,1-1526,16516,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 4pm-6pm TOW AWAY 8am-6pm Sat (NFC),11/11/2018,32.721968,-117.16396,SS-000038
Uptown,Bankers Hill,2000 FIRST AVE,Jan-01,49382,Sunday Mode,1/4/2021,32.726293,-117.163823,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,Jan-01,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.726293,-117.163823,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,Jan-05,49382,Sunday Mode,1/4/2021,32.72641,-117.163823,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,Jan-05,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.72641,-117.163823,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,Jan-07,49382,Sunday Mode,1/4/2021,32.726507,-117.163824,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,Jan-07,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.726507,-117.163824,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,Jan-09,49382,Sunday Mode,1/4/2021,32.726623,-117.163825,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,Jan-09,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.726623,-117.163825,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,Jan-11,49382,Sunday Mode,1/4/2021,32.72672,-117.163826,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,Jan-11,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.72672,-117.163826,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,Jan-13,49382,Sunday Mode,1/4/2021,32.726836,-117.163827,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,Jan-13,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.726836,-117.163827,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,Jan-15,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.726933,-117.163827,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,Jan-21,49382,Sunday Mode,1/4/2021,32.727049,-117.163828,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,Jan-21,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.727049,-117.163828,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,Jan-20,49382,Sunday Mode,1/4/2021,32.730043,-117.164148,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,Jan-20,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.730043,-117.164148,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,1/1/2001 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.726293,-117.163823,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,1/1/2005 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.72641,-117.163823,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,1/1/2007 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.726507,-117.163824,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,1/1/2009 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.726623,-117.163825,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,1/1/2011 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.72672,-117.163826,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,1/1/2013 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.726836,-117.163827,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,1/1/2015 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.726933,-117.163827,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,1/1/2021 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.727049,-117.163828,SS-000024
Uptown,Bankers Hill,2000 FIRST AVE,1/1/2320 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.730043,-117.164148,SS-000024
Uptown,Bankers Hill,2100 FIRST AVE,Jan-18,49382,Sunday Mode,1/4/2021,32.7275,-117.164013,SS-000023
Uptown,Bankers Hill,2100 FIRST AVE,Jan-18,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.7275,-117.164013,SS-000023
Uptown,Bankers Hill,2100 FIRST AVE,1/1/2118 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.7275,-117.164013,SS-000023
Uptown,Bankers Hill,2200 FIRST AVE,Jan-14,49382,Sunday Mode,1/4/2021,32.728391,-117.164016,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,Jan-14,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.728391,-117.164016,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,Jan-15,49382,Sunday Mode,1/4/2021,32.728483,-117.163831,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,Jan-15,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.728483,-117.163831,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,Jan-17,49382,Sunday Mode,1/4/2021,32.728578,-117.163829,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,Jan-17,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.728578,-117.163829,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,Jan-19,49382,Sunday Mode,1/4/2021,32.728673,-117.163827,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,Jan-19,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.728673,-117.163827,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,Jan-21,49382,Sunday Mode,1/4/2021,32.728768,-117.163825,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,Jan-21,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.728768,-117.163825,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,Jan-22,49382,Sunday Mode,1/4/2021,32.728866,-117.164005,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,Jan-22,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.728866,-117.164005,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,Jan-23,49382,Sunday Mode,1/4/2021,32.728959,-117.163821,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,Jan-23,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.728959,-117.163821,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,Jan-24,49382,Sunday Mode,1/4/2021,32.729057,-117.164,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,Jan-24,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.729057,-117.164,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,Jan-25,49382,Sunday Mode,1/4/2021,32.729149,-117.163816,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,Jan-25,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.729149,-117.163816,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,1/1/2214 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.728391,-117.164016,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,1/1/2215 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.728483,-117.163831,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,1/1/2217 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.728578,-117.163829,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,1/1/2219 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.728673,-117.163827,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,1/1/2221 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.728768,-117.163825,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,1/1/2222 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.728866,-117.164005,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,1/1/2223 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.728959,-117.163821,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,1/1/2224 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.729057,-117.164,SS-000022
Uptown,Bankers Hill,2200 FIRST AVE,1/1/2225 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.729149,-117.163816,SS-000022
Uptown,Bankers Hill,2300 FIRST AVE,Jan-09,49382,Sunday Mode,1/4/2021,32.729446,-117.163815,SS-000021
Uptown,Bankers Hill,2300 FIRST AVE,Jan-09,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.729446,-117.163815,SS-000021
Uptown,Bankers Hill,2300 FIRST AVE,Jan-12,49382,Sunday Mode,1/4/2021,32.729579,-117.163998,SS-000021
Uptown,Bankers Hill,2300 FIRST AVE,Jan-12,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.729579,-117.163998,SS-000021
Uptown,Bankers Hill,2300 FIRST AVE,Jan-14,49382,Sunday Mode,1/4/2021,32.729695,-117.163999,SS-000021
Uptown,Bankers Hill,2300 FIRST AVE,Jan-14,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.729695,-117.163999,SS-000021
Uptown,Bankers Hill,2300 FIRST AVE,Jan-16,49382,Sunday Mode,1/4/2021,32.72981,-117.164,SS-000021
Uptown,Bankers Hill,2300 FIRST AVE,Jan-16,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.72981,-117.164,SS-000021
Uptown,Bankers Hill,2300 FIRST AVE,Jan-18,49382,Sunday Mode,1/4/2021,32.729925,-117.164,SS-000021
Uptown,Bankers Hill,2300 FIRST AVE,Jan-18,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),12/9/2018,32.729925,-117.164,SS-000021
Uptown,Bankers Hill,2300 FIRST AVE,1/1/2309 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.729446,-117.163815,SS-000021
Uptown,Bankers Hill,2300 FIRST AVE,1/1/2312 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.729579,-117.163998,SS-000021
Uptown,Bankers Hill,2300 FIRST AVE,1/1/2314 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.729695,-117.163999,SS-000021
Uptown,Bankers Hill,2300 FIRST AVE,1/1/2316 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.72981,-117.164,SS-000021
Uptown,Bankers Hill,2300 FIRST AVE,1/1/2318 0:00,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.729925,-117.164,SS-000021
Downtown,Marina,300 FIRST AVE,1-305,49382,Sunday Mode,1/4/2021,32.709398,-117.163786,SS-000036
Downtown,Marina,300 FIRST AVE,1-305,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC),11/11/2018,32.709398,-117.163786,SS-000036
Downtown,Marina,300 FIRST AVE,1-307,49382,Sunday Mode,1/4/2021,32.709169,-117.163659,SS-000036
Downtown,Marina,300 FIRST AVE,1-307,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC),11/11/2018,32.709169,-117.163659,SS-000036
Downtown,Marina,300 FIRST AVE,1-309,49382,Sunday Mode,1/4/2021,32.70922,-117.163659,SS-000036
Downtown,Marina,300 FIRST AVE,1-309,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC),11/11/2018,32.70922,-117.163659,SS-000036
Downtown,Gaslamp,700 FIRST AVE,1-710,49382,Sunday Mode,1/4/2021,32.712703,-117.163906,SS-000033
Downtown,Gaslamp,700 FIRST AVE,1-710,8997,15 Min Max $1.25 HR 10am-8pm Mon-Sat  (Mobile Pay) (NFC),11/11/2018,32.712703,-117.163906,SS-000033
Downtown,Gaslamp,700 FIRST AVE,1-712,49382,Sunday Mode,1/4/2021,32.712961,-117.163956,SS-000033
Downtown,Gaslamp,700 FIRST AVE,1-712,8997,15 Min Max $1.25 HR 10am-8pm Mon-Sat  (Mobile Pay) (NFC),11/11/2018,32.712961,-117.163956,SS-000033
Downtown,Gaslamp,700 FIRST AVE,1-714,49382,Sunday Mode,1/4/2021,32.712791,-117.163723,SS-000033
Downtown,Gaslamp,700 FIRST AVE,1-714,8997,15 Min Max $1.25 HR 10am-8pm Mon-Sat  (Mobile Pay) (NFC),11/11/2018,32.712791,-117.163723,SS-000033
Downtown,Gaslamp,700 FIRST AVE,1-715,9001,30 Min Max $1.25 HR 10am-8pm Mon-Sat  (Mobile Pay) (NFC),11/11/2018,32.712958,-117.163726,SS-000033
Downtown,Gaslamp,700 FIRST AVE,1-716,49382,Sunday Mode,1/4/2021,32.713162,-117.163921,SS-000033
Downtown,Gaslamp,700 FIRST AVE,1-716,8997,15 Min Max $1.25 HR 10am-8pm Mon-Sat  (Mobile Pay) (NFC),11/11/2018,32.713162,-117.163921,SS-000033
Downtown,Gaslamp,700 FIRST AVE,1-717,9001,30 Min Max $1.25 HR 10am-8pm Mon-Sat  (Mobile Pay) (NFC),11/11/2018,32.713134,-117.163727,SS-000033
Downtown,Gaslamp,700 FIRST AVE,1-719,9001,30 Min Max $1.25 HR 10am-8pm Mon-Sat  (Mobile Pay) (NFC),11/11/2018,32.713212,-117.163728,SS-000033
Downtown,Gaslamp,700 FIRST AVE,1-721,9001,30 Min Max $1.25 HR 10am-8pm Mon-Sat  (Mobile Pay) (NFC),11/11/2018,32.713309,-117.163728,SS-000033
Downtown,Gaslamp,700 FIRST AVE,1-723,9001,30 Min Max $1.25 HR 10am-8pm Mon-Sat  (Mobile Pay) (NFC),11/11/2018,32.713388,-117.163729,SS-000033
Downtown,Gaslamp,700 FIRST AVE,1-725,9001,30 Min Max $1.25 HR 10am-8pm Mon-Sat  (Mobile Pay) (NFC),11/11/2018,32.713485,-117.16373,SS-000033
Downtown,Gaslamp,800 FIRST AVE,1-800,49382,Sunday Mode,1/4/2021,32.714179,-117.163914,SS-000039
Downtown,Gaslamp,800 FIRST AVE,1-800,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC),11/11/2018,32.714179,-117.163914,SS-000039
Downtown,Gaslamp,800 FIRST AVE,1-802,49382,Sunday Mode,1/4/2021,32.714395,-117.163916,SS-000039
Downtown,Gaslamp,800 FIRST AVE,1-802,13442,2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay) (NFC),11/11/2018,32.714395,-117.163916,SS-000039
Downtown,East Village,1000 TENTH AVE,10-1001,49382,Sunday Mode,1/4/2021,32.715971,-117.155529,SS-000317
Downtown,East Village,1000 TENTH AVE,10-1001,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.715971,-117.155529,SS-000317
Downtown,East Village,1000 TENTH AVE,10-1003,49382,Sunday Mode,1/4/2021,32.716162,-117.15553,SS-000317
Downtown,East Village,1000 TENTH AVE,10-1003,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.716162,-117.15553,SS-000317
Downtown,East Village,1000 TENTH AVE,10-1005,49382,Sunday Mode,1/4/2021,32.716354,-117.155531,SS-000317
Downtown,East Village,1000 TENTH AVE,10-1005,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.716354,-117.155531,SS-000317
Downtown,East Village,1000 TENTH AVE,10-1023,49382,Sunday Mode,1/4/2021,32.716545,-117.155533,SS-000317
Downtown,East Village,1000 TENTH AVE,10-1023,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.716545,-117.155533,SS-000317
Downtown,East Village,1100 TENTH AVE,10-1103,49382,Sunday Mode,1/4/2021,32.716918,-117.155535,SS-000316
Downtown,East Village,1100 TENTH AVE,10-1103,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.716918,-117.155535,SS-000316
Downtown,East Village,1100 TENTH AVE,10-1105,49382,Sunday Mode,1/4/2021,32.717035,-117.155536,SS-000316
Downtown,East Village,1100 TENTH AVE,10-1105,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.717035,-117.155536,SS-000316
Downtown,East Village,1100 TENTH AVE,10-1107,49382,Sunday Mode,1/4/2021,32.717131,-117.155536,SS-000316
Downtown,East Village,1100 TENTH AVE,10-1107,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.717131,-117.155536,SS-000316
Downtown,East Village,1100 TENTH AVE,10-1109,49382,Sunday Mode,1/4/2021,32.717247,-117.155537,SS-000316
Downtown,East Village,1100 TENTH AVE,10-1109,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (NFC),11/11/2018,32.717247,-117.155537,SS-000316
Downtown,East Village,1100 TENTH AVE,10-1111,49382,Sunday Mode,1/4/2021,32.717344,-117.155538,SS-000316
